hts_8digit,description,unit,general_rate_raw,general_ad_valorem_rate,special_rate_raw,other_rate_raw,edition_label,generated_at,conflict_count_same_8digit
98220565,Goods classifiable in subheading 6203.43.40,,The duty rate provided in such subheading minus 2.0%,,,,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98220570,Goods classifiable in subheading 6204.63.35,,The duty rate provided in such subheading minus 2.0%,,,,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98220605,"Eligible apparel articles of chapter 62 assembled in the Dominican Republic and imported directly therefrom, under the terms of U.S. note 27 to this subchapter",,Free,0.0,,,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98220610,"Goods of Peru, under the terms of general note 32 to the tariff schedule, subject to the provisions of U.S. note 28 to this subchapter, provided for in subheading 1701.12.50, 1701.13.50, 1701.14.50,1701.91.30, 1701.91.48, 1701.91.58, 1701.99.50, 1702.20.28, 1702.30.28, 1702.40.28, 1702.60.28, 1702.90.20, 1702.90.58, 1702.90.68, 1704.90.68, 1704.90.78, 1806.10.15, 1806.10.28, 1806.10.38, 1806.10.55, 1806.10.75, 1806.20.73, 1806.20.77, 1806.20.94, 1806.20.98, 1806.90.39, 1806.90.49, 1806.90.59, 1901.20.25, 1901.20.35, 1901.20.60, 1901.20.70, 1901.90.68, 1901.90.71, 2101.12.38, 2101.12.48, 2101.12.58, 2101.20.38, 2101.20.48, 2101.20.58, 2103.90.78, 2106.90.46, 2106.90.72, 2106.90.76, 2106.90.80, 2106.90.91, 2106.90.94, 2106.90.97 or 3006.93.20, if entered in an aggregate quantity in any year not to exceed the quantity specified in U.S. note 28(c) to this subchapter",,,,Free (PE),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98220615,"Specialty sugars, the foregoing which are goods of Peru, under the terms of general note 32 to the tariff schedule, if entered in an aggregate quantity not to exceed 2,000 t in any year, provided for in subheading 1701.12.10, 1701.13.10, 1701.14.10, 1701.91.10, 1701.99.10, 1702.90.10 or 2106.90.44",,,,Free (PE),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98220620,Textile or apparel goods of Peru described in U.S. note 29 to this subchapter and entered pursuant to its provisions,,,,Free (PE),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98220625,Textile or apparel goods of Peru described in U.S. note 30 to this subchapter and entered pursuant to its provisions,,,,Free (PE),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98220710,Goods provided for in subheading 2402.20.10,,,,The duty rate provided for originating goods of Korea in such subheading,,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98220715,Goods provided for in subheading 2402.20.80,,,,The duty rate provided for originating goods of Korea in such subheading,,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98220725,Goods provided for in subheading 2402.20.90,,,,The duty rate provided for originating goods of Korea in such subheading,,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98220801,"Goods of Colombia described in U.S. note 32 to this subchapter, as defined in general note 34 to the tariff schedule and provided for in subheadings 1701.12.50, 1701.13.50, 1701.14.50, 1701.91.30, 1701.91.48, 1701.91.58, 1701.99.50, 1702.20.28, 1702.30.28, 1702.40.28, 1702.60.28, 1702.90.20, 1702.90.58, 1702.90.68, 1704.90.68, 1704.90.78, 1806.10.15, 1806.10.28, 1806.10.38, 1806.10.55, 1806.10.75, 1806.20.73, 1806.20.77, 1806.20.94, 1806.20.98, 1806.90.39, 1806.90.49, 1806.90.59, 1901.20.25, 1901.20.35, 1901.20.60, 1901.20.70, 1901.90.68, 1901.90.71, 2101.12.38, 2101.12.48, 2101.12.58, 2101.20.38, 2101.20.48, 2101.20.58, 2103.90.78, 2106.90.46, 2106.90.72, 2106.90.76, 2106.90.80, 2106.90.91, 2106.90.94 or 2106.90.97, subject to the quantitative limits specified in U.S. note 32 to this subchapter",,,,Free (CO),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98220825,Textile or apparel goods of Colombia described in U.S. note 33 to this subchapter and entered pursuant to its provisions,,,,Free (CO),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98220835,Textile or apparel goods of Colombia described in U.S. note 34 to this subchapter and entered pursuant to its provisions .,,,,Free (CO),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98220917,"Goods provided for in subheading 1701.12.50, 1701.13.50, 1701.14.50, 1701.91.30, 1701.91.48, 1701.91.58, 1701.99.50, 1702.20.28, 1702.30.28, 1702.40.28, 1702.60.28, 1702.90.20, 1702.90.58, 1702.90.68, 1704.90.68, 1704.90.78, 1806.10.15, 1806.10.28, 1806.10.38, 1806.10.55, 1806.10.75, 1806.20.73, 1806.20.77, 1806.20.94, 1806.20.98, 1806.90.39, 1806.90.49, 1806.90.59, 1901.20.25, 1901.20.35, 1901.20.60, 1901.20.70, 1901.90.68, 1901.90.71, 2101.12.38, 2101.12.48, 2101.12.58, 2101.20.38, 2101.20.48, 2101.20.58, 2103.90.78, 2106.90.46, 2106.90.72, 2106.90.76, 2106.90.80, 2106.90.91, 2106.90.94, 2106.90.97 or 3006.93.20, subject to the quantitative limits specified in U.S. note 35 to this subchapter",,,,Free (PA),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98220918,"Goods provided for in subheading 1701.13.50 or 1701.14.50, subject to the quantitative limits specified in U.S. note 36 to this subchapter.",,,,Free (PA),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98220920,"Specialty sugars as provided for in additional U.S. note 5 to chapter 17, subject to the quantitative limits specified in U.S. note 38 to this subchapter",,,,Free (PA),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98220922,"Undenatured ethyl alcohol and other spirits of an alcoholic strength by volume of 80 percent vol. or higher, if such ethyl alcohol is to be used as a fuel or is suitable for use in producing a mixture of gasoline and alcohol, a mixture of a special fuel and alcohol or any other mixture to be used as a fuel",,,,The rate provided for beneficiary countries in heading 9901.00.50 (PA),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98220924,"Ethyl alcohol and other spirits, denatured of any strength if such ethyl alcohol is to be used as a fuel or is suitable for use in producing a mixture of gasoline and alcohol, a mixture of a special fuel and alcohol or any other mixture to be used as a fuel",,,,The rate provided for beneficiary countries in heading 9901.00.50 (PA),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98220926,Other goods of subheadings 2207.10.60 or 2207.20.00,,,,Free (PA),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98220961,Textile and apparel goods of chapters 61 through 63 described in U.S. note 39 to this subchapter and entered pursuant to its provisions,,,,"A duty upon the full value of the import- ed article less the value of fabrics, components or materials of the United States (see U.S. note 39 to this subchapter)",,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98220962,Textile and apparel goods of chapters 61 through 63 described in U.S. note 40 to this subchapter and entered pursuant to its provisions,,,,Free (PA),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98220963,Apparel goods described in U.S. note 41 to this subchapter and entered pursuant to its provisions,,,,Free (PA),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98220965,Goods described in U.S. note 42 to this subchapter and entered pursuant to its provisions,,,,Free (PA),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98220970,Textile or apparel goods of Panama described in U.S. note 43 to this subchapter and entered pursuant to its provisions,,,,Free (PA),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230101,Goods of Mexico or goods of the United States provided for in note 1(a) to this subchapter,,,,Free (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230102,Subject to the quantitative limits specified in U.S. note 1(b)(1) to this subchapter,,,,Free (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230103,Goods provided for in subheading 0401.40.25,,,,77.2¢/liter (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230104,Goods provided for in subheading 0401.50.25,,,,77.2¢/liter (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230105,Goods provided for in subheading 0403.90.16,,,,77.2¢/liter (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230106,Goods provided for in subheading 2105.00.20,,,,50.2¢/liter + 17% (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230107,Goods provided in subheading 2202.99.28,,,,23.5¢/liter + 14.9% (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230201,Goods of Mexico or goods of the United States provided for in note 2(a) to this subchapter,,,,Free (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230202,Subject to the quantitative limits specified in U.S. note 2(b)(1) to this subchapter,,,,Free (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230203,Goods provided for in subheading 0402.10.50,,,,86.5¢/liter (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230204,Goods provided for in subheading 0402.21.25,,,,86.5¢/liter (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230301,Goods of Mexico or goods of the United States provided for in note 3(a) to this subchapter,,,,Free (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230302,Subject to the quantitative limits specified in U.S. note 3(b)(1) to this subchapter,,,,Free (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230303,Goods provided for in subheading 0401.50.75,,,,$1.646/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230304,Goods provided for in subheading 0402.21.90,,,,$1.556/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230305,Goods provided for in subheading 0403.90.65,,,,$1.556/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230306,Goods provided for in subheading 0403.90.78,,,,$1.646/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230307,Goods provided for in subheading 0405.10.20,,,,$1.541/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230308,Goods provided for in subheading 0405.20.30,,,,$1.996/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230309,Goods provided for in subheading 0405.20.70,,,,70.4¢/kg + 8.5% (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230310,Goods provided for in subheading 0405.90.20,,,,$1.865/kg + 8.5% (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230311,Goods provided for in subheading 2106.90.26,,,,$1.996/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230312,Goods provided for in subheading 2106.90.36,,,,$1.996/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230401,Goods of Mexico or goods of the United States provided for in note 4(a) to this subchapter,,,,Free (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230402,Subject to the quantitative limits specified in U.S. note 4(b)(1) to this subchapter,,,,Free (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230403,Goods provided for in subheading 0406.10.08,,,,$1.509/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230404,Goods provided for in subheading 0406.10.18,,,,$2.269/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230405,Goods provided for in subheading 0406.10.28,,,,$1.227/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230406,Goods provided for in subheading 0406.10.38,,,,$1.055/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230407,Goods provided for in subheading 0406.10.48,,,,$1.803/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230408,Goods provided for in subheading 0406.10.58,,,,$2.146/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230409,Goods provided for in subheading 0406.10.68,,,,$1.386/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230410,Goods provided for in subheading 0406.10.78,,,,$1.128/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230411,Goods provided for in subheading 0406.10.88,,,,$1.509/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230412,Goods provided for in subheading 0406.20.28,,,,$2.269/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230413,Goods provided for in subheading 0406.20.33,,,,$1.227/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230414,Goods provided for in subheading 0406.20.39,,,,$1.055/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230415,Goods provided for in subheading 0406.20.48,,,,$1.803/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230416,Goods provided for in subheading 0406.20.53,,,,$2.146/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230417,Goods provided for in subheading 0406.20.63,,,,$2.269/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230418,Goods provided for in subheading 0406.20.67,,,,$1.227/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230419,Goods provided for in subheading 0406.20.71,,,,$1.055/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230420,Goods provided for in subheading 0406.20.75,,,,$1.803/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230421,Goods provided for in subheading 0406.20.79,,,,$2.146/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230422,Goods provided for in subheading 0406.20.83,,,,$1.386/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230423,Goods provided for in subheading 0406.20.87,,,,$1.128/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230424,Goods provided for in subheading 0406.20.91,,,,$1.509/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230425,Goods provided for in subheading 0406.30.18,,,,$2.269/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230426,"Goods provided for in subheading 0406.30,28",,,,$1.227/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230427,Goods provided for in subheading 0406.30.38,,,,$1.055/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230428,Goods provided for in subheading 0406.30.48,,,,$1.803/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230429,Goods provided for in subheading 0406.30.53,,,,$1.386/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230430,Goods provided for in subheading 0406.30.63,,,,$2.269/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230431,Goods provided for in subheading 0406.30.67,,,,$1.227/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230432,Goods provided for in subheading 0406.30.71,,,,$1.055/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230433,Goods provided for in subheading 0406.30.75,,,,$1.803/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230434,Goods provided for in subheading 0406.30.79,,,,$2.146/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230435,Goods provided for in subheading 0406.30.83,,,,$1.386/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230436,Goods provided for in subheading 0406.30.87,,,,$1.128/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230437,Goods provided for in subheading 0406.30.91,,,,$1.509/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230438,Goods provided for in subheading 0406.40.70,,,,$2.269/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230439,Goods provided for in subheading 0406.90.12,,,,$1.227/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230440,Goods provided for in subheading 0406.90.18,,,,$1.803/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230441,Goods provided for in subheading 0406.90.32,,,,$2.146/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230442,Goods provided for in subheading 0406.90.37,,,,$2.146/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230443,Goods provided for in subheading 0406.90.42,,,,$2.146/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230444,Goods provided for in subheading 0406.90.48,,,,$1.877/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230445,Goods provided for in subheading 0406.90.54,,,,$1.055/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230446,Goods provided for in subheading 0406.90.68,,,,$2.146/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230447,Goods provided for in subheading 0406.90.74,,,,$2.269/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230448,Goods provided for in subheading 0406.90.78,,,,$1.227/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230449,Goods provided for in subheading 0406.90.84,,,,$1.055/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230450,Goods provided for in subheading 0406.90.88,,,,$1.803/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230451,Goods provided for in subheading 0406.90.92,,,,$1.386/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230452,Goods provided for in subheading 0406.90.94,,,,$1.128/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230453,Goods provided for in subheading 0406.90.97,,,,$1.509/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230454,Goods provided for in subheading 1901.90.36,,,,$1.128/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230501,Goods of Mexico or goods of the United States provided for in note 5(a) to this subchapter,,,,Free (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230502,Subject to the quantitative limits specified in U.S. note 5(b)(1) to this subchapter,,,,Free (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230503,Goods provided for in subheading 0402.21.50,,,,$1.092/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230504,Goods provided for in subheading 0402.29.50,,,,$1.104/kg + 14.9% (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230505,Goods provided for in subheading 2309.90.28,,,,80.4¢/kg + 6.4% (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230506,Goods provided for in subheading 2309.90.48,,,,80.4¢/kg +6.4% (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230601,Goods of Mexico or goods of the United States provided for in note 6(a) to this subchapter,,,,Free (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230602,Subject to the quantitative limits specified in U.S. note 6(b)(1) to this subchapter,,,,Free (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230603,Goods provided for in subheading 0403.20.50,,,,$1.035/kg + 17% (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230604,Goods provided for in subheading 0403.90.45,,,,87.6¢/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230605,Goods provided for in subheading 0403.90.55,,,,$1.092/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230606,Goods provided for in subheading 0403.90.95,,,,$1.034/kg + 17% (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230607,Goods provided for in subheading 0404.10.15,,,,47¢/kg + 3.9% (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230608,Goods provided for in subheading 0404.10.90,,,,39.8¢/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230609,Goods provided for in subheading 0404.90.50,,,,$1.189/kg + 8.5% (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230701,Goods of Mexico or goods of the United States provided for in note 7(a) to this subchapter,,,,Free (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230702,Subject to the quantitative limits specified in U.S. note 7(b) to this subchapter,,,,Free (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230703,Goods provided for in subheading 0402.91.70,,,,31.3¢/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230704,Goods provided for in subheading 0402.91.90,,,,31.3¢/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230705,Goods provided for in subheading 0402.99.45,,,,49.6¢/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230706,Goods provided for in subheading 0402.99.55,,,,49.6¢/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230707,Goods provided for in subheading 0402.99.90,,,,46.3¢/kg + 14.9% (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230801,Goods of Mexico or goods of the United States provided for in note 8(a) to this subchapter,,,,Free (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230802,Subject to the quantitative limits specified in U.S. note 8(b)(1) to this subchapter,,,,Free (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230804,Goods provided for in subheading 1704.90.58,,,,40¢/kg + 10.4% (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230805,Goods provided for in subheading 1806.20.26,,,,37.2¢/kg + 4.3% (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230806,Goods provided for in subheading 1806.20.28,,,,52.8¢/kg + 4.3% (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230807,Goods provided for in subheading 1806.20.36,,,,37.2¢/kg + 4.3% (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230808,Goods provided for in subheading 1806.20.38,,,,52.8¢/kg + 4.3% (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230809,Goods provided for in subheading 1806.20.82,,,,37.2¢/kg + 8.5% (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230810,Goods provided for in subheading 1806.20.83,,,,52.8¢/kg + 8.5% (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230811,Goods provided for in subheading 1806.20.87,,,,37.2¢/kg + 8.5% (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230812,Goods provided for in subheading 1806.20.89,,,,52.8¢/kg + 8.5% (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230813,Goods provided for in subheading 1806.32.06,,,,37.2¢/kg + 4.3% (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230814,Goods provided for in subheading 1806.32.08,,,,52.8¢/kg + 4.3% (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230815,Goods provided for in subheading 1806.32.16,,,,37.2¢/kg + 4.3% (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230816,Goods provided for in subheading 1806.32.18,,,,52.8¢/kg  + 4.3% (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230817,Goods provided for in subheading 1806.32.70,,,,37.2¢/kg + 6% (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230818,Goods provided for in subheading 1806.32.80,,,,52.8¢/kg + 6% (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230819,Goods provided for in subheading 1806.90.08,,,,37.2¢/kg + 6% (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230820,Goods provided for in subheading 1806.90.10,,,,52.8¢/kg + 6% (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230821,Goods provided for in subheading 1806.90.18,,,,37.2¢/kg + 6% (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230822,Goods provided for in subheading 1806.90.20,,,,52.8¢/kg + 6% (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230823,Goods provided for in subheading 1806.90.28,,,,37.2¢/kg + 6% (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230824,Goods provided for in subheading 1806.90.30,,,,52.8¢/kg + 6% (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230825,Goods provided for in subheading 1901.10.16,,,,$1.035/kg + 14.9% (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230826,Goods provided for in subheading 1901.10.26,,,,$1.035/kg + 14.9% (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230827,Goods provided for in subheading 1901.10.36,,,,$1.035/kg  + 14.9% (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230828,Goods provided for in subheading 1901.10.44,,,,$1.035/kg + 14.9% (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230829,Goods provided for in subheading 1901.10.56,,,,$1.035/kg + 13.6% (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230830,Goods provided for in subheading 1901.10.66,,,,$1.035/kg + 13.6% (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230831,Goods provided for in subheading 1901.20.15,,,,42.3¢/kg + 8.5% (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230832,Goods provided for in subheading 1901.20.50,,,,42.3¢/kg + 8.5% (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230833,Goods provided for in subheading 1901.90.62,,,,$1.035/kg + 13.6% (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230834,Goods provided for in subheading 1901.90.65,,,,$1.035/kg + 13.6% (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230835,Goods provided for in subheading 2105.00.40,,,,50.2¢/kg + 17% (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230836,Goods provided for in subheading 2106.90.09,,,,86.2¢/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230837,Goods provided for in subheading 2106.90.66,,,,70.4¢/kg + 8.5% (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230838,Goods provided for in subheading 2106.90.87,,,,28.8¢/kg + 8.5% (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230901,Goods provided for in note 9(a) to this subchapter,,,,Free (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230902,Subject to the quantitative limits specified in U.S. note 9(b)(1) to this subchapter,,,,Free (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230903,Goods provided for in subheading 1701.12.50,,,,35.74¢/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230904,Goods provided for in subheading 1701.13.50,,,,33.87¢/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230905,Goods provided for in subheading 1701.14.50,,,,33.87¢/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230906,Goods provided for in subheading 1701.91.30,,,,35.74¢/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230907,Goods provided for in subheading 1701.99.50,,,,35.74¢/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
98230908,Goods provided for in subheading 1702.90.20,,,,35.74¢/kg (S+),,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
